TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 08:27 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
2023,2023,100.0000,2015,99.6045,8,828382,464008,56.0137

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNE,VALOR UNIONISTA,PR,CAMBIO,AZUL,MLP,VICTORIA,VAMOS,PHG,BIEN,UR,P A N,PIN,FCN-NACION,COMITE CIVICO LA GOTA DE AGUA,PPN,FOPPA X LA CIUDAD,MI FAMILIA,CABAL,VIVA,PODEMOS,PODER,CREO,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
1181,"Distrito Central",0,"Guatemala",1,89,400,13,25,96,0,4,8,0,3,4,0,5,0,1,0,0,2,1,47,1,2,2,14,1,65,294,13,0,307,0,307,--,400,93,294,307,307,Algún campo sin dato,1,7eccaddab247213bc0cfce5c51e2bbcf374bc31c5eb03e6eb3f83c1baf66a1fb,26/06/2023 01:30:49,ESCANER
1182,"Distrito Central",0,"Guatemala",1,89,400,10,33,106,1,3,11,0,2,6,0,6,2,2,1,0,0,1,41,0,1,2,8,0,82,318,11,0,329,0,329,--,400,71,318,329,329,Algún campo sin dato,1,61a3eb7a02e4ccb39c889dcd6d426f98d464371df5b7edf7f6e18bc787cf2ee9,25/06/2023 22:55:57,ESCANER
1183,"Distrito Central",0,"Guatemala",1,89,400,12,29,90,0,3,11,0,1,9,0,6,1,1,1,3,1,3,33,5,1,2,16,0,65,293,9,2,304,0,304,--,400,96,293,304,304,Algún campo sin dato,1,970386b3c3ede25dcc2e3fd26a34a3aa5ca93baf5471893201e2f9d936ac409c,26/06/2023 02:30:05,ESCANER
1184,"Distrito Central",0,"Guatemala",1,89,400,17,14,79,1,0,9,0,1,4,1,8,0,3,0,1,0,0,53,1,2,3,12,0,69,278,9,1,288,0,288,--,398,110,278,288,288,Algún campo sin dato,1,3a33747da9d38018a02741f163aa54224d2ce93af7f85230e461a2a825e9330e,26/06/2023 00:31:45,ESCANER
1185,"Distrito Central",0,"Guatemala",1,89,400,12,27,96,--,3,10,--,2,7,--,7,--,2,--,1,1,1,44,--,1,3,10,1,69,297,9,0,306,0,306,--,400,94,297,306,306,Algún campo sin dato,1,e4870a45f9c44ae19c1554cb12ef295a5a8f365ee2fe05414040e28541d08110,26/06/2023 00:29:29,ESCANER
1186,"Distrito Central",0,"Guatemala",1,89,400,10,22,109,2,1,12,0,0,1,0,5,4,4,0,0,0,2,39,0,0,3,9,3,54,280,13,3,296,0,296,--,400,104,280,296,296,Algún campo sin dato,1,3cf6f5ad816e9b04ed20770063f161cf89d49dd747ecc92d1533760f03ec849d,26/06/2023 00:26:55,ESCANER
1187,"Distrito Central",0,"Guatemala",1,89,400,14,21,86,0,1,10,0,1,6,2,5,1,2,0,1,0,3,52,0,2,5,7,0,70,289,10,0,299,0,299,--,400,101,289,299,299,Algún campo sin dato,1,85201db7420e8ed12c3244c08ccd7b0f186c400acd9624758edd3db608c60840,26/06/2023 01:09:27,ESCANER
1188,"Distrito Central",0,"Guatemala",1,89,400,7,26,75,0,3,5,0,2,3,0,3,0,1,0,1,0,4,49,2,1,10,14,0,75,281,7,0,288,0,288,--,400,112,281,288,288,Algún campo sin dato,1,1469bbab4dd7c7af91d0102336067faa40b1d18b95046224bb3edff78319bef3,26/06/2023 02:44:26,ESCANER
1189,"Distrito Central",0,"Guatemala",1,89,400,12,19,76,0,2,10,0,2,3,0,6,1,0,1,0,1,2,44,2,5,0,7,1,53,247,17,0,264,0,264,--,400,136,247,264,264,Algún campo sin dato,1,edd8e263a85b9986a33e75931a69759a95c2046182b113e70f25c18357fa8a64,25/06/2023 23:56:39,ESCANER
1190,"Distrito Central",0,"Guatemala",1,89,400,4,14,75,0,3,14,1,3,1,2,5,1,3,0,2,1,1,45,0,2,2,14,1,66,260,9,1,270,0,270,--,400,130,260,270,270,Algún campo sin dato,1,c3f6a644bcdf94f4f601508675aad7b5d72a67ed663d60ab56d665eac2961e1b,26/06/2023 00:56:50,ESCANER
1191,"Distrito Central",0,"Guatemala",1,89,400,10,22,91,1,6,7,1,2,2,1,7,0,3,0,0,0,2,56,0,2,3,10,1,58,285,6,2,293,0,293,--,400,107,285,293,293,Algún campo sin dato,1,9e7795bc7851257d795675d580172d78ba662435d442011db4dbedfa532b87e0,26/06/2023 00:58:23,ESCANER
1192,"Distrito Central",0,"Guatemala",1,89,400,9,19,56,0,3,12,3,2,1,1,4,2,0,0,1,0,2,57,0,3,4,9,1,56,245,14,1,260,0,260,--,400,140,245,260,260,Algún campo sin dato,1,723b2b18e58d7873f6b530382e964344a56b3249db1afc1da3caf0363b115d6f,26/06/2023 01:10:21,ESCANER
1193,"Distrito Central",0,"Guatemala",1,89,400,6,14,60,0,2,10,0,3,3,0,9,1,1,0,0,0,2,81,1,1,3,16,0,51,264,7,0,271,0,271,--,403,132,264,271,271,Algún campo sin dato,1,7086e942d4c41c169d6ca775a3e0aef19640e36d87e9ad6a9827bf34c32ae6d9,26/06/2023 01:11:39,ESCANER
1194,"Distrito Central",0,"Guatemala",1,89,400,6,10,68,0,0,6,0,1,0,1,6,0,0,0,0,0,0,83,1,1,2,11,1,60,257,7,0,264,0,264,--,403,140,257,264,264,Algún campo sin dato,1,655ccbde8819380aeec745facb0de30a928a9e20f4d5199d8ddb341bc7f621a1,26/06/2023 01:36:25,ESCANER
1195,"Distrito Central",0,"Guatemala",1,89,400,4,8,49,0,5,12,0,2,3,0,6,2,1,0,0,0,2,87,1,3,1,14,1,79,280,11,4,295,0,295,--,408,113,280,295,295,Algún campo sin dato,1,405b601dbe5ba88498f8c6154d3de72ee71e7b856c2b0233482cf18abb398702,26/06/2023 00:42:18,ESCANER
1196,"Distrito Central",0,"Guatemala",1,89,400,8,11,65,0,1,5,1,0,1,0,3,1,2,0,2,0,2,80,0,1,1,14,0,51,249,5,2,256,0,256,--,400,144,249,256,256,Algún campo sin dato,1,25d5e3e2bc68590f1cb4ad77e2e294c899e104caf7c2cbf4fec19d6fae39ce9d,25/06/2023 21:55:15,ESCANER
1197,"Distrito Central",0,"Guatemala",1,89,400,9,18,45,1,1,13,0,2,5,0,7,1,1,0,0,0,2,79,0,2,2,21,0,51,260,5,3,268,0,268,--,400,132,260,268,268,Algún campo sin dato,1,05d5249fd973b2eb0b290bc94aceadd24d5efe692d8ab1d0c81e74aa0bb69d9f,26/06/2023 04:04:32,ESCANER
1198,"Distrito Central",0,"Guatemala",1,89,400,9,12,39,--,1,5,1,1,6,--,2,--,2,--,1,1,--,68,--,--,4,10,--,41,203,6,1,210,0,210,--,400,190,203,210,210,Algún campo sin dato,1,a2bfd121d74ed14649d4339927c7b7d2575b79c191d2567e4237602deee0daa1,26/06/2023 00:01:06,ESCANER
1199,"Distrito Central",0,"Guatemala",1,89,400,6,10,72,1,5,5,0,0,2,0,6,1,3,0,1,0,1,74,0,1,3,9,0,39,239,13,4,256,0,256,--,408,152,239,256,256,Algún campo sin dato,1,c36153e06b2b8dc9bb7a5d6648e8ef378b6c8b74f5e04833a50cbcb8ae411839,26/06/2023 04:03:42,ESCANER
1200,"Distrito Central",0,"Guatemala",1,89,282,1,8,52,0,3,7,0,1,0,0,6,1,0,0,1,0,2,50,1,0,1,9,2,37,182,4,0,186,0,186,--,282,96,182,186,186,Algún campo sin dato,1,b7779087897a88926be33797d9b8ca4d0137a6ec2a20f386a4caee0f7a1ba04e,26/06/2023 01:47:35,ESCANER
1201,"Distrito Central",0,"Guatemala",1,89,282,4,6,42,0,3,5,0,0,4,0,7,0,1,0,0,0,0,38,0,3,2,14,0,27,156,3,1,160,0,160,--,282,122,156,160,160,Algún campo sin dato,1,458d811379a8d2e0398d27c7ad24bd4d0b7e7000e8725f9be703aa2ebfc0a537,26/06/2023 01:41:19,ESCANER
1202,"Distrito Central",0,"Guatemala",1,90,400,11,20,95,0,1,5,2,5,4,1,4,0,2,0,0,0,1,34,3,3,5,11,1,62,270,21,1,292,0,292,--,400,108,270,292,292,Algún campo sin dato,1,4c8ebeb6f980d769f93eb890dd937854a09c75dc936dac245fa43ce8ea3b9a12,26/06/2023 06:01:33,ESCANER
1203,"Distrito Central",0,"Guatemala",1,90,400,7,30,78,2,3,7,1,3,4,1,5,3,1,0,0,0,0,26,1,6,3,6,0,62,249,10,0,259,0,259,--,400,141,249,259,259,Algún campo sin dato,1,781fb06f15f2eb70057cccdc0dedd8b357e47a14ff8595cabe1c9aefe6275493,26/06/2023 00:40:53,ESCANER
1204,"Distrito Central",0,"Guatemala",1,90,400,16,22,83,1,1,10,1,4,3,0,1,0,2,1,0,0,5,38,0,6,4,3,2,65,268,25,1,294,0,294,--,400,106,268,294,294,Algún campo sin dato,1,e1d29e8be3294e5882e2db1f9589fdd77034c1fa6da175e9c95eea7ab50b8da9,26/06/2023 02:32:31,ESCANER
1205,"Distrito Central",0,"Guatemala",1,90,400,13,18,119,0,2,6,0,0,9,0,11,1,2,1,0,0,2,37,0,1,4,5,0,45,276,16,0,292,0,292,--,400,108,276,292,292,Algún campo sin dato,1,16167afd8184cad2f3f12ba137bb749e8385b29fcfdd03709de95f1549bff254,26/06/2023 02:19:28,ESCANER
1206,"Distrito Central",0,"Guatemala",1,90,400,11,22,73,1,2,8,0,1,8,1,2,0,3,2,1,0,2,38,0,4,2,6,0,67,254,28,1,283,0,283,--,400,117,254,283,283,Algún campo sin dato,1,18cd3ea60848d7e535249681bc9752c058d561a55f323efcb2c0116288a59b74,26/06/2023 06:15:36,ESCANER
1207,"Distrito Central",0,"Guatemala",1,90,400,12,22,95,0,1,8,1,2,7,0,2,0,2,0,1,0,2,33,2,3,4,10,0,55,262,20,1,283,--,283,--,400,117,262,283,283,Algún campo sin dato,1,abddec5dbe2a9f191901a41e40ac4ad363f08049d21586f899515cf2b720683f,26/06/2023 06:31:41,ESCANER
1208,"Distrito Central",0,"Guatemala",1,90,400,12,27,100,0,2,5,1,3,10,0,4,1,1,0,0,0,1,23,0,2,6,8,1,59,266,27,2,295,0,295,--,400,105,266,295,295,Algún campo sin dato,1,b5d2a6dfb3630c71fdee94845be9172c75018233f67ac381033390bd637ebc86,26/06/2023 06:23:09,ESCANER
1209,"Distrito Central",0,"Guatemala",1,90,400,11,25,102,1,1,4,0,1,7,1,4,0,2,0,1,0,4,32,0,1,4,10,0,67,278,9,0,287,0,287,--,400,113,278,287,287,Algún campo sin dato,1,88aca88e769b9fedd74fe62074d46ee54d8993888b2a1f5f6ff7a5ad399d6802,26/06/2023 03:00:50,ESCANER
1210,"Distrito Central",0,"Guatemala",1,90,400,15,25,82,0,3,7,0,2,11,1,1,0,4,2,2,4,1,26,0,6,0,13,0,53,258,21,1,280,0,280,--,400,120,258,280,280,Algún campo sin dato,1,6696ff26308cc846c448d1fd66350821a3063e03bbcaaeb3f4c62c6b1322055f,25/06/2023 23:06:28,ESCANER
1211,"Distrito Central",0,"Guatemala",1,90,400,5,19,58,0,2,15,0,3,4,0,5,0,0,1,1,1,3,46,0,1,2,8,1,64,239,12,0,251,149,400,--,400,149,239,251,400,Algún campo sin dato,1,87e19524d5adeeb5989f78cb8878ab76cf17b55fa2406a43720ef6d0c09695ca,26/06/2023 06:29:44,ESCANER
1212,"Distrito Central",0,"Guatemala",1,90,400,9,21,70,0,6,8,1,2,3,0,4,0,3,0,0,1,1,53,1,2,2,8,0,50,245,19,2,266,0,266,0,400,134,245,266,266,,1,3da733048edb96ceb6658cabc80b9bb255104229ac4abde5df2432878d69733e,25/06/2023 23:50:12,ESCANER
1213,"Distrito Central",0,"Guatemala",1,91,400,9,33,67,0,3,8,1,3,7,1,3,0,1,0,2,0,1,37,4,4,2,9,0,67,262,18,2,282,0,282,--,400,118,262,282,282,Algún campo sin dato,1,b804bba3df48070e76f0d832c725037a938d463f966559b9435f53fb4bc6a5d1,25/06/2023 22:49:15,ESCANER
1214,"Distrito Central",0,"Guatemala",1,91,400,25,23,75,0,3,6,1,3,4,2,5,0,2,0,2,1,2,32,1,3,7,11,2,65,275,12,2,289,0,289,--,400,111,275,289,289,Algún campo sin dato,1,4f2ac9550b0aaf4b4a831c2b5e1e91410613b80d62a0c9d31423d2e06e0e9520,25/06/2023 22:14:21,ESCANER
1215,"Distrito Central",0,"Guatemala",1,91,400,9,25,66,0,6,4,0,1,7,1,8,0,2,0,1,0,1,41,0,2,6,9,0,68,257,16,1,274,0,274,--,400,126,257,274,274,Algún campo sin dato,1,a7b3d2e4525b0da49cba110b649b4337455b9e5fc22f76c66f9fc24d8faef97c,25/06/2023 22:29:35,ESCANER
1216,"Distrito Central",0,"Guatemala",1,91,400,13,17,55,1,4,7,0,2,5,0,4,0,3,0,1,0,6,44,2,3,1,10,0,59,237,20,6,263,0,263,--,400,137,237,263,263,Algún campo sin dato,1,0cc5d56a21291f611fbc42f301050dc2edaab785296ccc897dff840b5240028d,25/06/2023 23:00:17,ESCANER
1217,"Distrito Central",0,"Guatemala",1,91,400,12,23,100,0,6,10,1,4,3,0,3,0,1,0,1,1,1,35,0,4,5,10,0,62,282,12,1,295,0,295,--,400,105,282,295,295,Algún campo sin dato,1,bcd870e4cba9bb1145c983de57de1531023a740eb815a3c625c3a062dc15419d,26/06/2023 00:04:36,ESCANER
1218,"Distrito Central",0,"Guatemala",1,91,400,13,19,94,0,3,12,0,2,10,0,2,0,1,0,1,1,1,35,0,3,3,11,2,54,267,25,2,294,1,295,--,400,105,267,294,295,Algún campo sin dato,1,d10d380b3a0e045da383b9a3527134a903070854f8c1b450d146eda723c687a8,26/06/2023 02:01:38,ESCANER
1219,"Distrito Central",0,"Guatemala",1,91,400,9,27,102,1,8,7,0,0,8,0,0,0,2,1,1,1,0,37,0,3,2,7,0,57,273,22,2,297,0,297,--,397,100,273,297,297,Algún campo sin dato,1,8c28c788bb5548a9761e262aa91c27890f06c8fc133cb35c18d21af327613024,25/06/2023 23:57:15,ESCANER
1220,"Distrito Central",0,"Guatemala",1,91,400,16,17,82,0,4,7,0,3,11,1,7,0,2,1,0,1,1,33,0,3,2,10,0,53,254,17,0,271,0,271,--,380,109,254,271,271,Algún campo sin dato,1,13657e3eea7b749c93944482665beba59beb3cf79df28755bac0f8ef5b0b520d,26/06/2023 00:50:25,ESCANER
1221,"Distrito Central",0,"Guatemala",1,91,400,12,26,69,1,6,8,1,2,6,1,2,0,3,0,0,2,1,28,1,1,5,8,0,62,245,13,2,260,0,260,--,400,140,245,260,260,Algún campo sin dato,1,3ef00ee4908a3157627631547af203a7c0eeb91670f4a1de8113dc4c07057278,25/06/2023 23:07:58,ESCANER
1222,"Distrito Central",0,"Guatemala",1,91,400,12,24,90,1,3,5,2,0,3,0,1,2,2,1,0,1,5,25,3,4,4,9,0,53,250,14,2,266,0,266,--,400,134,250,266,266,Algún campo sin dato,1,cc75f52bf7e26f90c3f6feadf57d4c5702dacf2b973910d829c8b4365b95188e,26/06/2023 01:25:58,ESCANER
1223,"Distrito Central",0,"Guatemala",1,91,400,12,19,92,0,2,10,0,2,3,0,0,0,0,2,1,0,2,35,1,1,2,2,10,62,258,15,2,275,0,275,--,400,125,258,275,275,Algún campo sin dato,1,e5226f1fdd4a4467ee4d5f2dec174aa9cf511038a0a08547bedeb361619dcece,26/06/2023 00:10:38,ESCANER
1224,"Distrito Central",0,"Guatemala",1,91,400,7,18,82,0,3,10,1,0,7,0,5,1,3,2,0,0,1,32,2,4,2,7,0,61,248,10,0,258,0,258,--,400,142,248,258,258,Algún campo sin dato,1,55f340ec70770eaf2457aee7ab3b2fa06bb7e67e28d921e6b1992626b8f33cb9,25/06/2023 23:31:36,ESCANER
1225,"Distrito Central",0,"Guatemala",1,91,400,12,30,77,1,3,12,0,1,7,1,3,0,0,0,0,0,1,33,1,4,6,13,1,49,255,11,2,268,0,268,--,400,132,255,268,268,Algún campo sin dato,1,c737d2e4b6235ebbe7a476c379d9801e4a2d46d4999f65b7529ae91346091358,26/06/2023 01:04:07,ESCANER
1226,"Distrito Central",0,"Guatemala",1,91,400,10,30,72,0,2,5,0,3,7,0,3,1,0,0,2,2,1,29,1,1,2,8,0,60,239,20,0,259,0,259,--,400,141,239,259,259,Algún campo sin dato,1,d4244b43c797374670fd2ca4142989c54faeaeb8234e1ce124ed1ab25c2dba60,26/06/2023 01:59:43,ESCANER
1227,"Distrito Central",0,"Guatemala",1,91,400,10,16,69,0,4,10,1,2,4,0,2,0,1,0,2,0,1,34,4,1,4,6,3,57,231,8,1,240,0,240,--,400,160,231,240,240,Algún campo sin dato,1,a2465e8819ae912700fbeb0b7de493b44e5c3c5ec52ad8ecca953b81139bb3e1,26/06/2023 01:01:51,ESCANER
1228,"Distrito Central",0,"Guatemala",1,91,400,6,19,61,2,5,7,0,2,3,1,3,0,0,0,1,1,6,0,1,0,3,10,1,61,238,8,0,246,0,246,0,395,149,193,201,201,Sumas Asentadas sin cuadrar,1,96d95ae3d8a66d9b9a549c75afbdaeb44978b95709c1da5f2b12a9f0cd92c63e,26/06/2023 03:47:02,ESCANER
1229,"Distrito Central",0,"Guatemala",1,91,400,2,9,47,0,3,5,0,0,3,0,4,1,1,0,0,1,3,72,1,3,2,6,0,47,210,8,1,219,0,219,--,397,178,210,219,219,Algún campo sin dato,1,1cb2cf87823b9d5837ab6cf8926b51ae68bbbb763aa062c1cfa38d1d54df56a2,25/06/2023 23:46:29,ESCANER
1230,"Distrito Central",0,"Guatemala",1,91,400,6,14,59,0,1,8,0,2,3,0,4,0,1,0,0,0,3,100,0,1,1,13,0,52,268,5,0,273,0,273,--,400,127,268,273,273,Algún campo sin dato,1,0c1529d203320440599a0a4a72ffefb9067a353408e81b69b6f0a019cec74e92,26/06/2023 01:01:06,ESCANER
1231,"Distrito Central",0,"Guatemala",1,91,400,3,11,37,1,2,5,0,5,3,1,4,2,3,0,1,0,3,90,2,3,1,13,1,49,240,12,1,253,0,253,--,400,147,240,253,253,Algún campo sin dato,1,fe979f8131c7b6f29846043e3fae6176bfe769a90c783cc3c1d036419b29d5a0,26/06/2023 01:36:12,ESCANER
1232,"Distrito Central",0,"Guatemala",1,91,400,5,10,44,0,2,7,1,1,5,0,1,0,0,0,1,0,1,57,0,3,2,11,0,36,187,5,0,192,1,193,--,400,207,187,192,193,Algún campo sin dato,1,da8a43cf5a85d4a9a73f92f92dddc3bddb9b4bd7586019e7b9fa8a484b58a665,26/06/2023 02:48:41,ESCANER
1233,"Distrito Central",0,"Guatemala",1,91,400,7,12,45,0,3,4,0,1,1,1,7,0,0,0,0,0,2,78,2,4,3,12,0,40,222,6,0,228,0,228,--,400,172,222,228,228,Algún campo sin dato,1,4292012712365dfabd52bc2ecd2488b405aca955483fb99a4be2b90e6df72267,26/06/2023 01:09:52,ESCANER
1234,"Distrito Central",0,"Guatemala",1,91,230,2,7,23,0,2,4,0,1,2,0,3,0,3,0,0,0,0,49,0,0,2,6,0,12,116,9,1,126,0,126,--,230,104,116,126,126,Algún campo sin dato,1,7326329fc6fd2412dbbb3a1ea94247cf67bfc399a4390602c0e1cc152f9c6931,26/06/2023 00:30:09,ESCANER
1235,"Distrito Central",0,"Guatemala",1,91,229,4,12,26,1,2,2,0,1,1,0,2,1,0,0,0,0,1,22,0,3,0,5,1,33,117,4,0,121,0,121,--,229,108,117,121,121,Algún campo sin dato,1,e89d97a2ae28d1fcb7b40b8df774c474f44313cba7d96d05d27a7572a48df539,25/06/2023 22:42:36,ESCANER
1236,"Distrito Central",0,"Guatemala",1,92,400,6,16,61,2,2,5,2,3,4,1,1,1,1,2,1,0,2,44,0,5,3,10,1,77,250,19,1,270,0,270,--,399,129,250,270,270,Algún campo sin dato,1,a56dfcdbfa81c04bc407dd6c4879c565fd603e4083518489ca57357c4f0a71a8,26/06/2023 01:54:50,ESCANER
1237,"Distrito Central",0,"Guatemala",1,92,400,4,20,66,1,3,7,2,4,6,1,5,0,0,0,2,0,3,48,2,4,3,11,2,62,256,8,1,265,6,271,--,401,130,256,265,271,Algún campo sin dato,1,ee099e118453b84278f9a53dfa236bf08edc891ee81896ce8e416d0f264a34b3,26/06/2023 04:47:21,ESCANER
1238,"Distrito Central",0,"Guatemala",1,92,400,11,22,79,1,1,5,1,5,5,1,3,1,1,0,1,1,3,40,1,2,5,6,0,70,265,19,2,286,0,286,--,400,114,265,286,286,Algún campo sin dato,1,cf34af115a27152d830b2aadd805d0c03466079d4f0e120c58ce757e52adab3d,26/06/2023 00:36:47,ESCANER
1239,"Distrito Central",0,"Guatemala",1,92,400,7,15,70,1,0,6,0,6,7,1,3,1,2,1,0,0,3,43,0,4,4,6,2,79,261,19,1,281,0,281,--,400,118,261,281,281,Algún campo sin dato,1,264d11025c9f868a79cd49c5f8006baa71f7b804df6096b3c25cc2ae5b9c6b53,26/06/2023 00:37:26,ESCANER
1240,"Distrito Central",0,"Guatemala",1,92,400,7,20,80,1,2,9,1,3,7,1,4,2,1,5,0,1,1,42,0,2,5,7,2,64,267,22,0,289,0,--,--,289,111,267,289,289,Algún campo sin dato,1,b772acb194a2537a5e178e254bc38fdb8ab1899dd8e3578d0bf6d7d070a47654,26/06/2023 02:25:19,ESCANER
1241,"Distrito Central",0,"Guatemala",1,92,400,7,20,64,2,3,5,3,4,10,0,2,1,0,2,2,1,1,43,0,5,6,11,1,57,250,19,2,271,0,271,--,400,129,250,271,271,Algún campo sin dato,1,6cfa985a81db266f1b340d61dd9fff8f42ef2d70a895829b3d126c2eea056ea4,26/06/2023 00:41:27,ESCANER
1242,"Distrito Central",0,"Guatemala",1,92,400,2,18,71,1,5,5,3,5,7,1,4,0,2,1,0,2,5,32,3,0,2,9,0,62,240,19,0,259,0,--,--,400,141,240,259,259,Algún campo sin dato,1,ee35f6d44f0ce13b63ee2af2b1c3e28ac818bdf1f16b2eca2d3118c1180f617a,26/06/2023 00:53:15,ESCANER
1243,"Distrito Central",0,"Guatemala",1,92,400,9,22,51,1,2,5,0,4,6,0,4,2,0,1,1,2,0,36,2,0,2,13,1,74,238,12,2,252,0,252,--,400,148,238,252,252,Algún campo sin dato,1,cf23cb3bd300875f3a670e23e13e8881615089ca27f81be4d9763e3a53e65e24,26/06/2023 01:37:18,ESCANER
1244,"Distrito Central",0,"Guatemala",1,92,400,9,21,41,--,4,10,2,3,2,--,3,1,3,1,--,--,1,59,1,--,2,12,1,59,235,16,0,251,0,251,--,--,--,235,251,251,Algún campo sin dato,1,14d5794a405eec6739dfd97e9a5568cd4bb493ab874570c46bcdac95cecc13b7,26/06/2023 02:38:35,ESCANER
1245,"Distrito Central",0,"Guatemala",1,92,400,11,20,59,0,4,8,3,1,10,1,7,2,2,0,2,0,3,33,0,1,2,16,2,72,259,15,2,276,0,276,--,400,124,259,276,276,Algún campo sin dato,1,d55d8e640f1d0563108d5fc2794064e2961771cc62c16b79e69715840161a770,26/06/2023 00:55:15,ESCANER
1246,"Distrito Central",0,"Guatemala",1,92,400,6,17,62,0,2,5,1,5,3,0,1,0,2,1,1,2,1,56,1,4,5,4,0,63,265,22,1,265,0,265,--,400,135,242,265,265,Sumas Asentadas sin cuadrar,1,5e64734565aae0e783ebc843da39b3c8618be42900e7d08d5650d0b48973e6a4,26/06/2023 01:46:38,ESCANER
1247,"Distrito Central",0,"Guatemala",1,92,400,7,18,48,0,2,5,0,0,5,1,1,0,2,1,0,0,4,46,1,6,4,7,1,76,234,11,1,247,0,247,--,397,150,235,247,247,Sumas Asentadas sin cuadrar,1,6db7906fad46902e008f0aee2497f7293ecd8eda68d43f9840f2c50b8f7a2975,26/06/2023 00:34:35,ESCANER
1248,"Distrito Central",0,"Guatemala",1,92,400,10,10,71,0,4,3,1,6,6,1,4,2,4,0,1,0,2,0,0,1,4,8,0,64,259,12,1,272,1,273,--,400,128,202,215,216,Sumas Asentadas sin cuadrar,1,d625d1f34b435c7564d81f8f4c57c42578d4ec868e92ef4d769edffeda44eba6,26/06/2023 00:32:22,ESCANER
1249,"Distrito Central",0,"Guatemala",1,92,400,9,15,69,0,4,8,0,7,2,1,1,0,3,2,0,0,1,49,2,3,5,10,1,64,256,15,0,271,0,271,--,400,129,256,271,271,Algún campo sin dato,1,91f0f4a77df62ead2c4e3401d18b11074578e9fb651d44612246a0595400a54a,25/06/2023 23:21:20,ESCANER
1250,"Distrito Central",0,"Guatemala",1,92,400,12,16,79,--,3,9,--,3,7,3,5,2,--,--,1,1,--,40,1,6,4,3,1,69,266,9,0,275,--,275,--,400,125,265,274,274,Sumas Asentadas sin cuadrar,1,bc825c0d4d38940d46bdc65332a5f910cf9423e508a7bf822892840df763bd93,25/06/2023 23:05:43,ESCANER
1251,"Distrito Central",0,"Guatemala",1,92,400,12,18,78,0,3,8,0,2,5,3,4,1,1,1,0,0,1,46,2,1,5,7,1,66,265,24,0,289,1,290,--,397,108,265,289,290,Algún campo sin dato,1,e77b005cecd9fc090deeee74d9a1625674eef7df6c19f4036d83560f6da1201b,26/06/2023 00:59:17,ESCANER
1252,"Distrito Central",0,"Guatemala",1,93,400,10,13,69,1,1,9,1,8,9,0,0,1,2,1,0,0,3,39,0,4,0,8,3,63,245,22,1,268,0,268,--,400,132,245,268,268,Algún campo sin dato,1,1b10b7482a063aaf09416cb1139ad1f3cf95f13944ae021f706a2ad04f72b7a3,26/06/2023 00:22:00,ESCANER
1253,"Distrito Central",0,"Guatemala",1,93,400,6,22,65,1,3,4,2,8,8,0,6,1,1,0,1,1,0,47,4,6,2,5,1,71,265,11,0,276,0,276,--,400,124,265,276,276,Algún campo sin dato,1,53af5ef24f0587b929332cb510e5b322286d906c3a676a697acdcc209d55f235,25/06/2023 23:46:12,ESCANER
1254,"Distrito Central",0,"Guatemala",1,93,400,8,17,74,0,6,8,0,1,7,0,3,1,3,1,2,1,1,40,1,1,3,9,1,64,251,19,2,272,--,--,--,--,--,252,273,273,Sumas Asentadas sin cuadrar,1,2e856beee8852f0ce22350367c9caeafc6aaa65990dff7879682e170ee291a30,26/06/2023 02:04:52,ESCANER
1255,"Distrito Central",0,"Guatemala",1,93,400,6,14,71,1,3,5,0,5,5,1,2,0,2,1,1,0,2,42,1,2,5,9,0,53,249,17,0,249,0,249,--,400,148,231,248,248,Sumas Asentadas sin cuadrar,1,07c8c562aee1f9acb2ff06f7b68a18d054e6444ccc5bb4c16b8c94ec9f09d629,26/06/2023 01:52:13,ESCANER
1256,"Distrito Central",0,"Guatemala",1,93,400,7,11,51,1,3,8,0,7,8,1,3,0,1,0,0,0,1,35,0,5,4,5,3,73,227,16,2,245,0,245,--,397,152,227,245,245,Algún campo sin dato,1,74874aeaa71b954063245d4e744c888c624a250dc94d3d94e7ec7abc9df1b417,25/06/2023 23:02:40,ESCANER
1257,"Distrito Central",0,"Guatemala",1,93,400,4,6,36,1,2,8,0,5,2,0,4,0,1,0,2,0,3,45,0,2,3,17,0,55,196,27,0,223,0,223,--,400,177,196,223,223,Algún campo sin dato,1,9bcf9f97efff259c9b815270aedc0a8555f51d354e97049169350bcd7190331c,25/06/2023 23:59:26,ESCANER
